车牌号：鲁CF2927;发动机号：71041633;VIN码：GX030049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,发生时间,存储时间,转速(转/分),GPS车速(公里/时),GPS方向,GPS海拔,GPS经度,GPS纬度,GPS里程(公里),PTO开关,车辆加速限值状态,怠速油耗,发动机控制设备源地址,发动机扭矩模式,发动机油温,发动机制动控制设备,风扇驱动状态,负载百分比,环境温度,环境压力,机油压力,进气歧管温度,进气歧管压力,空调开关,空调压力风扇开关,冷却剂温度,离合器状态,里程(km),脉冲车速(km/h),扭矩,平均油耗,请求风扇转速,刹车状态 ,实际制动器扭矩百分比,瞬时油耗,巡航控制状态,巡航使用油耗,油耗,油门位置,制动器扭矩模式,驻车制动,总油耗
1799,2017/3/9 13:10,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1800,2017/3/9 13:10,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1801,2017/3/9 13:10,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1802,2017/3/9 13:10,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1803,2017/3/9 13:10,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1804,2017/3/9 13:10,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1805,2017/3/9 13:10,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1806,2017/3/9 13:10,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1807,2017/3/9 13:10,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1808,2017/3/9 13:10,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1809,2017/3/9 13:10,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1810,2017/3/9 13:09,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1811,2017/3/9 13:09,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1812,2017/3/9 13:09,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1813,2017/3/9 13:09,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1814,2017/3/9 13:09,2017/3/9 13:10,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1815,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1816,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1817,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1818,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1819,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1820,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1821,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1822,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1823,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1824,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1825,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1826,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1827,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1828,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1829,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1830,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1831,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1832,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1833,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1834,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1835,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1836,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1837,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1838,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1839,2017/3/9 13:09,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1840,2017/3/9 13:08,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1841,2017/3/9 13:08,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1842,2017/3/9 13:08,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1843,2017/3/9 13:08,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1844,2017/3/9 13:08,2017/3/9 13:09,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1845,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1846,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1847,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1848,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1849,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1850,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1851,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1852,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1853,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1854,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1855,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1856,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1857,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1858,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1859,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1860,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1861,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1862,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1863,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1864,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1865,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1866,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1867,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1868,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1869,2017/3/9 13:08,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1870,2017/3/9 13:07,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1871,2017/3/9 13:07,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1872,2017/3/9 13:07,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1873,2017/3/9 13:07,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1874,2017/3/9 13:07,2017/3/9 13:08,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1875,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1876,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1877,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1878,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1879,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1880,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1881,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1882,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1883,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1884,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1885,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1886,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1887,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1888,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1889,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1890,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1891,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1892,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1893,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1894,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1895,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1896,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1897,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1898,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1899,2017/3/9 13:07,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1900,2017/3/9 13:06,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1901,2017/3/9 13:06,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1902,2017/3/9 13:06,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1903,2017/3/9 13:06,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1904,2017/3/9 13:06,2017/3/9 13:07,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1905,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1906,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1907,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1908,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1909,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1910,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1911,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1912,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1913,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1914,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1915,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1916,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1917,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
1918,2017/3/9 13:06,2017/3/9 13:06,0,0,正北,0,120.312836,37.65889,112581.2,,,,,,,15,,,,,,,,0,压力正常,,0,112581.2,0,,,,0,0(%),,关闭/未激活,,,,0,驻车制动释放,
